Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name
ENSMUSG00000088103	ENSMUSG00000088103.1	5	8242723	8242866	Gm23993
ENSMUSG00000095997	ENSMUSG00000095997.1	7	59494300	59494378	Gm24702
ENSMUSG00000098353	ENSMUSG00000098353.1	7	66381667	66381724	Mir7057
ENSMUSG00000094041	ENSMUSG00000094041.1	8	72541480	72541580	Gm28019
ENSMUSG00000096390	ENSMUSG00000096390.1	7	59439891	59439969	Gm23687
ENSMUSG00000077738	ENSMUSG00000077738.1	4	39295463	39295588	Gm23607
ENSMUSG00000077996	ENSMUSG00000077996.1	3	90070020	90070099	Mir190b
ENSMUSG00000077287	ENSMUSG00000077287.1	8	18613981	18614109	Gm25763
ENSMUSG00000094458	ENSMUSG00000094458.1	7	59533386	59533464	Gm22627
ENSMUSG00000070209	ENSMUSG00000070209.1	17	44641025	44641143	n-R5s27
ENSMUSG00000088767	ENSMUSG00000088767.1	X	127408430	127408704	Gm22636
ENSMUSG00000080486	ENSMUSG00000080486.1	10	23785750	23785823	Snord100
ENSMUSG00000098777	ENSMUSG00000098777.1	7	39431507	39431613	Gm27437
ENSMUSG00000089282	ENSMUSG00000089282.1	X	144820187	144820508	Gm26024
ENSMUSG00000077350	ENSMUSG00000077350.1	16	16010900	16011009	n-R5s31
ENSMUSG00000088337	ENSMUSG00000088337.1	12	9865347	9865450	Gm22845
ENSMUSG00000099314	ENSMUSG00000099314.1	16	13819232	13819320	Gm27734
ENSMUSG00000089497	ENSMUSG00000089497.1	9	103526817	103526919	Gm26360
ENSMUSG00000089178	ENSMUSG00000089178.1	16	65170041	65170170	Gm22429
ENSMUSG00000094625	ENSMUSG00000094625.1	7	59462548	59462626	Gm22524
ENSMUSG00000093946	ENSMUSG00000093946.1	Y	74749140	74749247	Gm22832
ENSMUSG00000106328	ENSMUSG00000106328.1	15	89162848	89162908	Mir7118
ENSMUSG00000064617	ENSMUSG00000064617.1	5	120064335	120064443	n-R5s176
ENSMUSG00000088924	ENSMUSG00000088924.1	10	120605537	120605596	Gm24298
ENSMUSG00000095198	ENSMUSG00000095198.1	2	10483678	10483760	Mir467a-3
ENSMUSG00000092876	ENSMUSG00000092876.1	3	88215589	88215696	Gm25641
ENSMUSG00000089269	ENSMUSG00000089269.1	3	149340903	149341008	Gm26468
ENSMUSG00000098478	ENSMUSG00000098478.1	14	18060275	18060337	Gm27851
ENSMUSG00000093064	ENSMUSG00000093064.2	1	190482845	190483157	Gm23153
ENSMUSG00000084729	ENSMUSG00000084729.1	5	134204469	134204756	Gm24139
ENSMUSG00000080394	ENSMUSG00000080394.2	X	162748554	162748674	Gm23786
ENSMUSG00000084484	ENSMUSG00000084484.1	7	123942104	123942209	Gm23788
ENSMUSG00000084653	ENSMUSG00000084653.1	3	104601158	104601239	Gm26091
ENSMUSG00000084468	ENSMUSG00000084468.1	1	86637552	86637608	Gm22955
ENSMUSG00000065943	ENSMUSG00000065943.1	X	162114238	162114341	Gm23794
ENSMUSG00000092760	ENSMUSG00000092760.1	6	113528550	113528674	Gm23365
ENSMUSG00000073807	ENSMUSG00000073807.1	4	88771550	88771784	Gm10581
ENSMUSG00000077344	ENSMUSG00000077344.1	12	27631803	27631927	Gm24326
ENSMUSG00000065542	ENSMUSG00000065542.1	X	72261031	72261112	Mir224
ENSMUSG00000065853	ENSMUSG00000065853.1	14	52069300	52069369	Gm22354
ENSMUSG00000098315	ENSMUSG00000098315.1	3	29636744	29636851	Mir21b
ENSMUSG00000080574	ENSMUSG00000080574.1	13	17747473	17747593	Mir466i
ENSMUSG00000098858	ENSMUSG00000098858.1	14	62865542	62865651	Mir6541
ENSMUSG00000077485	ENSMUSG00000077485.1	8	66918650	66918778	Gm25275
ENSMUSG00000065765	ENSMUSG00000065765.1	6	124964285	124964387	Gm23851
ENSMUSG00000077400	ENSMUSG00000077400.1	9	92527578	92527708	Gm25417
ENSMUSG00000104953	ENSMUSG00000104953.1	9	64726624	64726730	Gm47308
ENSMUSG00000080543	ENSMUSG00000080543.1	18	5614473	5614583	Gm22709
ENSMUSG00000064653	ENSMUSG00000064653.1	13	14087439	14087545	Gm26129
ENSMUSG00000099151	ENSMUSG00000099151.1	7	143273566	143273684	Gm27803
ENSMUSG00000098547	ENSMUSG00000098547.1	11	60200538	60200617	Mir6921
ENSMUSG00000092752	ENSMUSG00000092752.1	X	162874918	162874995	Mir3473a
ENSMUSG00000064588	ENSMUSG00000064588.1	11	116326602	116326717	n-R5s74
ENSMUSG00000076327	ENSMUSG00000076327.1	6	128094917	128095026	Gm26338
ENSMUSG00000084636	ENSMUSG00000084636.1	7	95171864	95172157	Gm23884
ENSMUSG00000078620	ENSMUSG00000078620.1	3	103739366	103746376	Gm10964
ENSMUSG00000065070	ENSMUSG00000065070.1	3	51828912	51829028	n-R5s196
ENSMUSG00000088709	ENSMUSG00000088709.1	X	162693249	162693563	Gm25557
ENSMUSG00000094247	ENSMUSG00000094247.1	2	160624468	160624592	Gm23968
ENSMUSG00000098458	ENSMUSG00000098458.1	17	34841809	34841871	Mir6971
ENSMUSG00000093005	ENSMUSG00000093005.1	8	93933835	93933936	Gm24159
ENSMUSG00000089129	ENSMUSG00000089129.1	18	12961499	12961805	Gm26407
ENSMUSG00000106488	ENSMUSG00000106488.1	2	10501339	10501425	Mir669a-11
ENSMUSG00000104856	ENSMUSG00000104856.1	11	87448627	87448841	Rnu3b3
ENSMUSG00000088868	ENSMUSG00000088868.1	2	46306336	46306458	Gm23072
ENSMUSG00000076065	ENSMUSG00000076065.1	12	69763835	69763944	Mir681
ENSMUSG00000087807	ENSMUSG00000087807.1	4	117570134	117570207	Gm25559
ENSMUSG00000088822	ENSMUSG00000088822.1	12	78752687	78752788	Gm25225
ENSMUSG00000076360	ENSMUSG00000076360.1	16	56070563	56070666	Gm24047
ENSMUSG00000092994	ENSMUSG00000092994.1	19	37179186	37179291	Gm23918
ENSMUSG00000080508	ENSMUSG00000080508.1	16	53885370	53885434	Gm25041
ENSMUSG00000077081	ENSMUSG00000077081.1	14	25827996	25828105	Gm23701
ENSMUSG00000095685	ENSMUSG00000095685.1	18	31389994	31390103	Gm23283
ENSMUSG00000087793	ENSMUSG00000087793.1	16	35722087	35722233	Gm25967
ENSMUSG00000077462	ENSMUSG00000077462.1	X	74624426	74624560	Gm26417
ENSMUSG00000098577	ENSMUSG00000098577.1	4	131992218	131992289	Gm27445
ENSMUSG00000096239	ENSMUSG00000096239.1	2	10486423	10486512	Mir466b-4
ENSMUSG00000089322	ENSMUSG00000089322.1	4	21328520	21328604	Gm25977
ENSMUSG00000087772	ENSMUSG00000087772.1	14	68166953	68167074	Gm22319
ENSMUSG00000064740	ENSMUSG00000064740.1	X	82401091	82401227	Gm24706
ENSMUSG00000076294	ENSMUSG00000076294.1	4	98661637	98661732	Gm26154
ENSMUSG00000077199	ENSMUSG00000077199.2	X	104070189	104070326	Gm22266
ENSMUSG00000076190	ENSMUSG00000076190.1	7	42958351	42958460	Gm23256
ENSMUSG00000088354	ENSMUSG00000088354.2	7	24336340	24336465	Gm27592
ENSMUSG00000088559	ENSMUSG00000088559.1	1	184822407	184822488	Mir1981
ENSMUSG00000089074	ENSMUSG00000089074.1	12	80622830	80622933	Gm23817
ENSMUSG00000080380	ENSMUSG00000080380.1	X	106697078	106697198	Gm22102
ENSMUSG00000089302	ENSMUSG00000089302.1	8	24680814	24680937	Gm26208
ENSMUSG00000087752	ENSMUSG00000087752.1	3	138343138	138343296	Gm23467
ENSMUSG00000098357	ENSMUSG00000098357.1	12	114513635	114513694	Mir7094-2
ENSMUSG00000080549	ENSMUSG00000080549.2	8	120443459	120443549	Gm22715
ENSMUSG00000093780	ENSMUSG00000093780.1	5	64107407	64107502	Gm22395
ENSMUSG00000065499	ENSMUSG00000065499.1	X	105344282	105344369	Mir384
ENSMUSG00000077180	ENSMUSG00000077180.1	6	93335458	93335588	Gm25094
ENSMUSG00000089018	ENSMUSG00000089018.1	5	93013032	93013139	Gm25521
ENSMUSG00000080562	ENSMUSG00000080562.2	13	5821768	5821858	Gm26043
ENSMUSG00000096736	ENSMUSG00000096736.1	9	3034599	3035805	Gm17535
ENSMUSG00000095986	ENSMUSG00000095986.1	6	35524543	35524638	Gm23053
ENSMUSG00000087806	ENSMUSG00000087806.1	3	119638744	119638874	Gm23432
ENSMUSG00000065837	ENSMUSG00000065837.1	2	63432088	63432194	Gm23503
ENSMUSG00000096713	ENSMUSG00000096713.1	4	62264314	62264420	Gm23148
ENSMUSG00000099268	ENSMUSG00000099268.1	16	91944071	91944148	Gm27773
ENSMUSG00000088758	ENSMUSG00000088758.1	16	21774113	21774218	Gm24898
ENSMUSG00000096208	ENSMUSG00000096208.1	10	114991541	114991647	Gm22070
ENSMUSG00000088576	ENSMUSG00000088576.1	17	43961556	43961841	Gm24532
ENSMUSG00000092935	ENSMUSG00000092935.1	18	42301890	42301952	Gm22697
ENSMUSG00000088870	ENSMUSG00000088870.1	2	148624711	148624822	Gm25866
ENSMUSG00000070081	ENSMUSG00000070081.2	X	60394403	60394492	Mir505
ENSMUSG00000065418	ENSMUSG00000065418.1	X	53054255	53054349	Mir322
ENSMUSG00000092653	ENSMUSG00000092653.2	12	30557914	30558120	Gm25243
ENSMUSG00000098566	ENSMUSG00000098566.1	2	45111171	45111301	Gm27761
ENSMUSG00000065231	ENSMUSG00000065231.1	8	105988501	105988631	Gm22972
ENSMUSG00000088258	ENSMUSG00000088258.1	8	113528510	113528671	Gm24291
ENSMUSG00000089363	ENSMUSG00000089363.1	1	186123201	186123306	Gm23821
ENSMUSG00000089068	ENSMUSG00000089068.1	8	53493853	53493914	Gm22841
ENSMUSG00000067929	ENSMUSG00000067929.3	17	21691860	21692114	Gm10226
ENSMUSG00000076240	ENSMUSG00000076240.1	5	136991433	136991541	Mir702
ENSMUSG00000077780	ENSMUSG00000077780.1	4	126818016	126818145	Gm24161
ENSMUSG00000094253	ENSMUSG00000094253.1	4	3537090	3537191	Mir3471-2
ENSMUSG00000093107	ENSMUSG00000093107.1	7	81529855	81529981	Mir1839
ENSMUSG00000088212	ENSMUSG00000088212.1	19	34796178	34796338	Gm22082
ENSMUSG00000095891	ENSMUSG00000095891.7	9	3025417	3033289	Gm10717
ENSMUSG00000065520	ENSMUSG00000065520.2	1	128202361	128202430	Mir128-1
ENSMUSG00000105200	ENSMUSG00000105200.1	18	61397835	61397900	Mir378a
ENSMUSG00000077369	ENSMUSG00000077369.1	6	71039579	71039733	Gm23485
ENSMUSG00000098331	ENSMUSG00000098331.1	8	84867947	84868008	Mir7069
ENSMUSG00000089452	ENSMUSG00000089452.1	3	104700870	104700959	Gm24223
ENSMUSG00000105738	ENSMUSG00000105738.1	X	52378121	52378181	Mir6384
ENSMUSG00000105215	ENSMUSG00000105215.1	12	37001839	37001939	Gm44326
ENSMUSG00000105758	ENSMUSG00000105758.1	17	17830352	17830444	Mirlet7e
ENSMUSG00000077142	ENSMUSG00000077142.1	10	71898036	71898166	Gm22937
ENSMUSG00000096605	ENSMUSG00000096605.1	7	59479347	59479425	Gm26200
ENSMUSG00000088913	ENSMUSG00000088913.1	11	76974086	76974235	Gm22611
ENSMUSG00000098460	ENSMUSG00000098460.1	17	34845101	34845167	Mir6970
ENSMUSG00000077382	ENSMUSG00000077382.1	2	84700748	84700860	n-R5s200
ENSMUSG00000080573	ENSMUSG00000080573.1	11	69635400	69635519	Mir467f
ENSMUSG00000088294	ENSMUSG00000088294.1	12	109636012	109636084	AF357425
ENSMUSG00000088703	ENSMUSG00000088703.1	17	32804867	32804977	Gm25555
ENSMUSG00000095006	ENSMUSG00000095006.1	X	66832517	66832597	Mir465c-2
ENSMUSG00000093886	ENSMUSG00000093886.1	4	133558824	133558949	Gm23158
ENSMUSG00000088677	ENSMUSG00000088677.1	4	94487883	94487983	Gm22804
ENSMUSG00000104582	ENSMUSG00000104582.1	12	109711803	109711863	Mir380
ENSMUSG00000073492	ENSMUSG00000073492.2	1	171895664	171898237	Gm10521
ENSMUSG00000099252	ENSMUSG00000099252.1	4	43905078	43905154	Gm27265
ENSMUSG00000095985	ENSMUSG00000095985.1	Y	54928997	54929104	Gm23052
ENSMUSG00000093036	ENSMUSG00000093036.1	18	81992010	81992080	Mir5127
ENSMUSG00000088245	ENSMUSG00000088245.1	6	67897065	67897204	Gm25910
ENSMUSG00000088558	ENSMUSG00000088558.1	19	22235521	22235618	Gm22506
ENSMUSG00000095243	ENSMUSG00000095243.1	16	46018067	46018173	Gm24754
ENSMUSG00000095091	ENSMUSG00000095091.1	7	59387953	59388031	Gm23660
ENSMUSG00000070166	ENSMUSG00000070166.1	12	21287927	21288059	Gm25821
ENSMUSG00000077457	ENSMUSG00000077457.1	11	62604515	62604586	Snord65
ENSMUSG00000088888	ENSMUSG00000088888.1	7	102734582	102734714	Gm24210
ENSMUSG00000087804	ENSMUSG00000087804.1	1	99017364	99017463	Gm23434
ENSMUSG00000098683	ENSMUSG00000098683.1	6	52247421	52247653	Gm27817
ENSMUSG00000084443	ENSMUSG00000084443.1	1	83216671	83216791	n-R5s214
ENSMUSG00000099287	ENSMUSG00000099287.1	X	103605225	103605317	Gm27987
ENSMUSG00000105205	ENSMUSG00000105205.1	2	172176782	172176924	Gm44301
ENSMUSG00000092685	ENSMUSG00000092685.1	8	44547974	44548074	Gm26241
ENSMUSG00000076994	ENSMUSG00000076994.2	2	10503565	10503645	Mir466b-3
ENSMUSG00000089587	ENSMUSG00000089587.1	6	105232605	105232743	Gm23339
ENSMUSG00000087947	ENSMUSG00000087947.1	7	88087188	88087251	Gm24249
ENSMUSG00000106179	ENSMUSG00000106179.1	11	75318488	75318608	Gm47300
ENSMUSG00000065443	ENSMUSG00000065443.1	6	52230081	52230165	Mir196b
ENSMUSG00000089277	ENSMUSG00000089277.1	9	18679128	18679229	Gm24546
ENSMUSG00000077624	ENSMUSG00000077624.1	4	137025684	137025812	Gm23834
ENSMUSG00000065502	ENSMUSG00000065502.1	7	139957689	139957760	Mir202
ENSMUSG00000064763	ENSMUSG00000064763.1	8	65667595	65667701	Gm23515
ENSMUSG00000064843	ENSMUSG00000064843.1	19	25453960	25454063	Gm26207
ENSMUSG00000065049	ENSMUSG00000065049.1	15	58819323	58819478	Gm24041
ENSMUSG00000098326	ENSMUSG00000098326.1	6	6871488	6871633	Dlx6os1
ENSMUSG00000098939	ENSMUSG00000098939.1	9	98705730	98705836	Gm27919
ENSMUSG00000095511	ENSMUSG00000095511.1	7	59610133	59610211	Gm24137
ENSMUSG00000077347	ENSMUSG00000077347.1	5	121356844	121357001	Gm24671
ENSMUSG00000092802	ENSMUSG00000092802.1	19	6563780	6563905	Gm26460
ENSMUSG00000065329	ENSMUSG00000065329.1	5	23836167	23836321	Gm22054
ENSMUSG00000106436	ENSMUSG00000106436.1	4	120973259	120973322	Mir7015
ENSMUSG00000088632	ENSMUSG00000088632.1	8	123523260	123523540	Gm22314
ENSMUSG00000088630	ENSMUSG00000088630.1	6	93509573	93509702	Gm22312
ENSMUSG00000064476	ENSMUSG00000064476.1	4	150964735	150964894	Gm23405
ENSMUSG00000065270	ENSMUSG00000065270.1	3	149028932	149029038	Gm25127
ENSMUSG00000080478	ENSMUSG00000080478.1	7	15938762	15938870	Snord23
ENSMUSG00000070126	ENSMUSG00000070126.1	1	162217814	162217923	Mir199a-2
ENSMUSG00000105524	ENSMUSG00000105524.1	11	120014767	120014853	Mir3065
ENSMUSG00000105853	ENSMUSG00000105853.1	12	109723458	109723539	Mir376b
ENSMUSG00000084568	ENSMUSG00000084568.1	12	96255941	96256237	Gm26480
ENSMUSG00000098262	ENSMUSG00000098262.1	X	103480946	103481026	Gm27520
ENSMUSG00000080657	ENSMUSG00000080657.1	2	10517604	10517730	Mir669i
ENSMUSG00000098749	ENSMUSG00000098749.1	6	52162125	52162267	Gm27477
ENSMUSG00000088966	ENSMUSG00000088966.1	12	51085687	51085803	Gm22088
ENSMUSG00000078604	ENSMUSG00000078604.1	3	107631322	107633090	Gm10961
ENSMUSG00000077476	ENSMUSG00000077476.1	17	12301036	12301175	Gm24794
ENSMUSG00000095482	ENSMUSG00000095482.1	18	51254169	51254275	Gm25739
ENSMUSG00000088417	ENSMUSG00000088417.1	18	19856885	19856982	Gm24238
ENSMUSG00000070144	ENSMUSG00000070144.1	2	180389048	180389124	Mir1a-1
ENSMUSG00000088766	ENSMUSG00000088766.1	14	36612117	36612239	Gm24394
ENSMUSG00000088125	ENSMUSG00000088125.1	11	35214401	35214537	Gm26070
ENSMUSG00000065664	ENSMUSG00000065664.1	6	149052517	149052623	Gm22578
ENSMUSG00000065090	ENSMUSG00000065090.1	8	115591170	115591273	Gm23677
ENSMUSG00000098655	ENSMUSG00000098655.1	3	88440879	88440951	Mir7011
ENSMUSG00000092661	ENSMUSG00000092661.1	4	82061112	82061221	Gm22402
ENSMUSG00000084558	ENSMUSG00000084558.1	1	180832769	180832876	Gm24836
ENSMUSG00000089516	ENSMUSG00000089516.1	9	20209207	20209351	Gm26290
ENSMUSG00000077315	ENSMUSG00000077315.1	10	69132882	69132998	Gm24172
ENSMUSG00000089259	ENSMUSG00000089259.1	7	96863287	96863379	Gm25712
ENSMUSG00000084746	ENSMUSG00000084746.1	16	84619807	84620128	Gm25292
ENSMUSG00000077312	ENSMUSG00000077312.1	4	73589082	73589214	Gm24170
ENSMUSG00000099210	ENSMUSG00000099210.1	7	43457497	43457569	Mir7051
ENSMUSG00000088280	ENSMUSG00000088280.1	10	48437822	48437950	Gm23584
ENSMUSG00000095713	ENSMUSG00000095713.1	7	59407197	59407275	Gm26466
ENSMUSG00000098368	ENSMUSG00000098368.1	1	90327312	90327418	Gm27648
ENSMUSG00000099312	ENSMUSG00000099312.1	X	103461218	103461285	Gm27733
ENSMUSG00000098522	ENSMUSG00000098522.1	10	122648339	122648435	Mir6412
ENSMUSG00000084750	ENSMUSG00000084750.1	17	36241789	36242106	Gm22453
ENSMUSG00000104813	ENSMUSG00000104813.1	11	78073170	78073241	Mir451b
ENSMUSG00000088861	ENSMUSG00000088861.1	11	11140514	11140643	Gm23065
ENSMUSG00000088816	ENSMUSG00000088816.1	11	86997133	86997263	Gm22387
ENSMUSG00000064658	ENSMUSG00000064658.1	9	44736813	44736947	Gm24166
ENSMUSG00000065540	ENSMUSG00000065540.1	2	26591357	26591429	Mir126a
ENSMUSG00000087839	ENSMUSG00000087839.1	13	96104463	96104562	Gm23955
ENSMUSG00000077755	ENSMUSG00000077755.1	8	42522136	42522203	Gm23531
ENSMUSG00000088031	ENSMUSG00000088031.1	6	83591821	83592143	Gm24990
ENSMUSG00000064792	ENSMUSG00000064792.1	6	52639234	52639355	Gm24355
ENSMUSG00000094823	ENSMUSG00000094823.1	6	132564972	132565092	n-R5s166
ENSMUSG00000077295	ENSMUSG00000077295.1	1	102106449	102106580	Gm24122
ENSMUSG00000089383	ENSMUSG00000089383.1	6	130081419	130081493	Gm24676
ENSMUSG00000088781	ENSMUSG00000088781.1	6	145464189	145464303	Gm25373
ENSMUSG00000105839	ENSMUSG00000105839.1	13	21924928	21925016	Gm44456
ENSMUSG00000089489	ENSMUSG00000089489.1	1	32568359	32568421	Gm24732
ENSMUSG00000064959	ENSMUSG00000064959.1	15	82342653	82342771	n-R5s41
ENSMUSG00000098510	ENSMUSG00000098510.1	17	26935472	26935539	Mir6968
ENSMUSG00000092852	ENSMUSG00000092852.1	1	34433121	34433199	Mir5103
ENSMUSG00000088603	ENSMUSG00000088603.1	11	39830656	39830800	Gm24192
ENSMUSG00000075006	ENSMUSG00000075006.2	2	104068047	104068550	Gm10799
ENSMUSG00000088666	ENSMUSG00000088666.1	1	73763710	73763835	Gm25329
ENSMUSG00000096377	ENSMUSG00000096377.1	4	40850056	40850138	Mir5123
ENSMUSG00000064970	ENSMUSG00000064970.1	1	181813607	181813700	Gm23690
ENSMUSG00000077212	ENSMUSG00000077212.1	14	31014287	31014366	Snord69
ENSMUSG00000092787	ENSMUSG00000092787.1	X	56587852	56587914	Mir5116
ENSMUSG00000075770	ENSMUSG00000075770.1	17	35242678	35242754	Gm22589
ENSMUSG00000064939	ENSMUSG00000064939.1	11	61936446	61936552	Gm23721
ENSMUSG00000088414	ENSMUSG00000088414.1	8	124022641	124022722	Mir1967
ENSMUSG00000084417	ENSMUSG00000084417.1	2	157726000	157726098	Gm23463
ENSMUSG00000065453	ENSMUSG00000065453.1	13	48536012	48536114	Mirlet7d
ENSMUSG00000087887	ENSMUSG00000087887.1	2	150883723	150883866	Gm23598
ENSMUSG00000088884	ENSMUSG00000088884.1	3	99124186	99124302	Gm24216
ENSMUSG00000098338	ENSMUSG00000098338.1	12	112920483	112920541	Mir6941
ENSMUSG00000095100	ENSMUSG00000095100.1	7	59771656	59771749	Gm22128
ENSMUSG00000084600	ENSMUSG00000084600.1	17	32389011	32389069	Gm22201
ENSMUSG00000094048	ENSMUSG00000094048.1	7	59589548	59589626	Gm26284
ENSMUSG00000088165	ENSMUSG00000088165.1	10	42309775	42310019	Gm23533
ENSMUSG00000089143	ENSMUSG00000089143.2	19	37233382	37233484	Gm25268
ENSMUSG00000098542	ENSMUSG00000098542.1	14	22021958	22022070	Gm27532
ENSMUSG00000098553	ENSMUSG00000098553.1	7	30589380	30589437	Mir3569
ENSMUSG00000099202	ENSMUSG00000099202.1	4	133195655	133195716	Mir7017
ENSMUSG00000104666	ENSMUSG00000104666.1	X	27493556	27493641	Gm44452
ENSMUSG00000077459	ENSMUSG00000077459.1	3	67573160	67573291	Gm25919
ENSMUSG00000089054	ENSMUSG00000089054.1	18	9763160	9763262	Gm23350
ENSMUSG00000095764	ENSMUSG00000095764.1	7	59553981	59554059	Gm25840
ENSMUSG00000065757	ENSMUSG00000065757.1	12	109673913	109673994	Gm23347
ENSMUSG00000089111	ENSMUSG00000089111.1	7	81965710	81965834	Gm25907
ENSMUSG00000093156	ENSMUSG00000093156.1	14	30572149	30572208	Mir3076
ENSMUSG00000064745	ENSMUSG00000064745.1	7	16624575	16624677	Gm24708
ENSMUSG00000080653	ENSMUSG00000080653.1	2	10467495	10467613	Mir669e
ENSMUSG00000076217	ENSMUSG00000076217.1	6	120034228	120034311	Mir706
ENSMUSG00000092834	ENSMUSG00000092834.1	14	108379564	108379724	Gm24818
ENSMUSG00000077649	ENSMUSG00000077649.1	11	77244928	77245015	Gm24989
ENSMUSG00000093162	ENSMUSG00000093162.1	6	86574100	86574161	Gm22184
ENSMUSG00000096434	ENSMUSG00000096434.1	16	17205792	17205898	Gm22129
ENSMUSG00000065346	ENSMUSG00000065346.1	9	95624502	95624611	Gm25582
ENSMUSG00000099145	ENSMUSG00000099145.1	5	137293780	137293876	Mir8116
ENSMUSG00000068181	ENSMUSG00000068181.1	6	95322112	95322210	Gm10234
ENSMUSG00000098328	ENSMUSG00000098328.1	13	56704030	56704199	Gm27271
ENSMUSG00000088706	ENSMUSG00000088706.1	X	13985385	13985475	Gm25552
ENSMUSG00000105133	ENSMUSG00000105133.1	2	97626967	97627052	Gm44320
ENSMUSG00000098844	ENSMUSG00000098844.1	19	8742971	8743079	Mir6992
ENSMUSG00000093221	ENSMUSG00000093221.1	7	144009254	144009338	Mir3105
ENSMUSG00000077546	ENSMUSG00000077546.1	2	62802489	62802624	Gm22020
ENSMUSG00000095447	ENSMUSG00000095447.1	6	133191792	133191901	Gm23403
ENSMUSG00000089245	ENSMUSG00000089245.1	1	54769218	54769322	Gm24053
ENSMUSG00000095205	ENSMUSG00000095205.1	5	23852210	23852280	Snord93
ENSMUSG00000089334	ENSMUSG00000089334.1	1	53100050	53100150	Gm24349
ENSMUSG00000089520	ENSMUSG00000089520.1	3	39799632	39799716	Gm23831
ENSMUSG00000080558	ENSMUSG00000080558.1	2	10508453	10508579	Gm22091
ENSMUSG00000080430	ENSMUSG00000080430.1	11	64590495	64590640	Gm24275
ENSMUSG00000087799	ENSMUSG00000087799.1	6	89249468	89249602	Gm25961
ENSMUSG00000077163	ENSMUSG00000077163.1	7	55243933	55244039	Gm24116
ENSMUSG00000084693	ENSMUSG00000084693.1	18	10551289	10551406	Gm24894
ENSMUSG00000090592	ENSMUSG00000090592.2	9	13444034	13446753	Gm17571
ENSMUSG00000088386	ENSMUSG00000088386.1	12	54240755	54240900	Gm24692
ENSMUSG00000099205	ENSMUSG00000099205.1	6	112513447	112513549	Gm27944
ENSMUSG00000088429	ENSMUSG00000088429.1	5	107302946	107303047	Gm22557
ENSMUSG00000096166	ENSMUSG00000096166.1	9	101392979	101393110	Gm24638
ENSMUSG00000076199	ENSMUSG00000076199.1	8	73641396	73641505	Gm23255
ENSMUSG00000064626	ENSMUSG00000064626.1	2	37282051	37282157	Gm22306
ENSMUSG00000088428	ENSMUSG00000088428.1	8	115052814	115052913	Gm22556
ENSMUSG00000098840	ENSMUSG00000098840.1	11	82985003	82985065	Mir7679
ENSMUSG00000077337	ENSMUSG00000077337.1	13	75691972	75692054	Gm23012
ENSMUSG00000093823	ENSMUSG00000093823.1	1	195228278	195228398	Gm24802
ENSMUSG00000064471	ENSMUSG00000064471.1	16	90602496	90602617	Gm23406
ENSMUSG00000080575	ENSMUSG00000080575.2	12	101021673	101021768	Mir1190
ENSMUSG00000074210	ENSMUSG00000074210.3	7	30321740	30323472	E130208F15Rik
ENSMUSG00000098402	ENSMUSG00000098402.1	8	47591668	47591747	Gm27409
ENSMUSG00000092725	ENSMUSG00000092725.1	11	72648925	72648997	Gm25678
ENSMUSG00000094245	ENSMUSG00000094245.1	1	58466515	58466621	Gm23966
ENSMUSG00000088366	ENSMUSG00000088366.1	13	9623380	9623627	Gm23496
ENSMUSG00000094435	ENSMUSG00000094435.1	5	67631825	67631919	Gm23617
ENSMUSG00000065414	ENSMUSG00000065414.1	9	122682876	122682974	Mir138-1
ENSMUSG00000076216	ENSMUSG00000076216.1	2	155356817	155356925	Mir695
ENSMUSG00000096906	ENSMUSG00000096906.1	7	103581267	103581376	Gm26506
ENSMUSG00000094466	ENSMUSG00000094466.1	6	137919858	137919971	Gm24308
ENSMUSG00000088084	ENSMUSG00000088084.1	10	106055958	106056079	Gm25342
ENSMUSG00000095911	ENSMUSG00000095911.1	7	59415590	59415668	Gm24528
ENSMUSG00000084711	ENSMUSG00000084711.1	8	105203993	105204081	Gm24629
ENSMUSG00000098575	ENSMUSG00000098575.1	2	20559804	20559892	Gm27446
ENSMUSG00000104921	ENSMUSG00000104921.1	19	4078297	4078512	Gm23927
ENSMUSG00000096882	ENSMUSG00000096882.1	5	20092615	20092718	Gm23570
ENSMUSG00000096248	ENSMUSG00000096248.1	7	59698307	59698400	Gm24264
ENSMUSG00000093226	ENSMUSG00000093226.1	3	80692203	80692313	Gm25749
ENSMUSG00000092792	ENSMUSG00000092792.1	18	89733005	89733074	Gm22694
ENSMUSG00000098490	ENSMUSG00000098490.1	9	109889643	109889710	Mir7089
ENSMUSG00000066809	ENSMUSG00000066809.1	9	25101404	25101481	Gm10180
